Sentence	Label
Alphonse told us all about the recent hilarious events.	1
Alphonse told us all about the recent amazing events.	1
Alphonse told us all about the recent wonderful events.	1
Alphonse told us all about the recent great events.	1
Jerome told us all about the recent irritating events.	0
Jerome told us all about the recent vexing events.	0
Jerome told us all about the recent outrageous events.	0
Jerome told us all about the recent annoying events.	0
Jerome told us all about the recent displeasing events.	0
Jerome told us all about the recent depressing events.	0
Jerome told us all about the recent serious events.	0
Jerome told us all about the recent grim events.	0
Jerome told us all about the recent heartbreaking events.	0
Jerome told us all about the recent gloomy events.	0
Jerome told us all about the recent horrible events.	0
Jerome told us all about the recent threatening events.	0
Jerome told us all about the recent terrifying events.	0
Jerome told us all about the recent shocking events.	0
Jerome told us all about the recent dreadful events.	0
Jerome told us all about the recent funny events.	1
Jerome told us all about the recent hilarious events.	1
Jerome told us all about the recent amazing events.	1
Jerome told us all about the recent wonderful events.	1
Jerome told us all about the recent great events.	1
Leroy told us all about the recent irritating events.	0
Leroy told us all about the recent vexing events.	0
Leroy told us all about the recent outrageous events.	0
Leroy told us all about the recent annoying events.	0
Leroy told us all about the recent displeasing events.	0
Leroy told us all about the recent depressing events.	0
Leroy told us all about the recent serious events.	0
Leroy told us all about the recent grim events.	0
Leroy told us all about the recent heartbreaking events.	0
Leroy told us all about the recent gloomy events.	0
Leroy told us all about the recent horrible events.	0
Leroy told us all about the recent threatening events.	0
Leroy told us all about the recent terrifying events.	0
Leroy told us all about the recent shocking events.	0
Leroy told us all about the recent dreadful events.	0
Leroy told us all about the recent funny events.	1
Leroy told us all about the recent hilarious events.	1
Leroy told us all about the recent amazing events.	1
Leroy told us all about the recent wonderful events.	1
Leroy told us all about the recent great events.	1
Torrance told us all about the recent irritating events.	0
Torrance told us all about the recent vexing events.	0
Torrance told us all about the recent outrageous events.	0
Torrance told us all about the recent annoying events.	0
Torrance told us all about the recent displeasing events.	0
Torrance told us all about the recent depressing events.	0
Torrance told us all about the recent serious events.	0
Torrance told us all about the recent grim events.	0
Torrance told us all about the recent heartbreaking events.	0
Torrance told us all about the recent gloomy events.	0
Torrance told us all about the recent horrible events.	0
Torrance told us all about the recent threatening events.	0
Torrance told us all about the recent terrifying events.	0
Torrance told us all about the recent shocking events.	0
Torrance told us all about the recent dreadful events.	0
Torrance told us all about the recent funny events.	1
Torrance told us all about the recent hilarious events.	1
Torrance told us all about the recent amazing events.	1
Torrance told us all about the recent wonderful events.	1
Torrance told us all about the recent great events.	1
Darnell told us all about the recent irritating events.	0
Darnell told us all about the recent vexing events.	0
Darnell told us all about the recent outrageous events.	0
Darnell told us all about the recent annoying events.	0
Darnell told us all about the recent displeasing events.	0
Darnell told us all about the recent depressing events.	0
Darnell told us all about the recent serious events.	0
Darnell told us all about the recent grim events.	0
Darnell told us all about the recent heartbreaking events.	0
Darnell told us all about the recent gloomy events.	0
Darnell told us all about the recent horrible events.	0
Darnell told us all about the recent threatening events.	0
Darnell told us all about the recent terrifying events.	0
Darnell told us all about the recent shocking events.	0
Darnell told us all about the recent dreadful events.	0
Darnell told us all about the recent funny events.	1
Darnell told us all about the recent hilarious events.	1
Darnell told us all about the recent amazing events.	1
Darnell told us all about the recent wonderful events.	1
Darnell told us all about the recent great events.	1
Lamar told us all about the recent irritating events.	0
Lamar told us all about the recent vexing events.	0
Lamar told us all about the recent outrageous events.	0
Lamar told us all about the recent annoying events.	0
Lamar told us all about the recent displeasing events.	0
Lamar told us all about the recent depressing events.	0
Lamar told us all about the recent serious events.	0
Lamar told us all about the recent grim events.	0
Lamar told us all about the recent heartbreaking events.	0
Lamar told us all about the recent gloomy events.	0
Lamar told us all about the recent horrible events.	0
Lamar told us all about the recent threatening events.	0
Lamar told us all about the recent terrifying events.	0
Lamar told us all about the recent shocking events.	0
Lamar told us all about the recent dreadful events.	0
Lamar told us all about the recent funny events.	1
Lamar told us all about the recent hilarious events.	1
Lamar told us all about the recent amazing events.	1
Lamar told us all about the recent wonderful events.	1
Lamar told us all about the recent great events.	1
Malik told us all about the recent irritating events.	0
Malik told us all about the recent vexing events.	0
Malik told us all about the recent outrageous events.	0
Malik told us all about the recent annoying events.	0
Malik told us all about the recent displeasing events.	0
Malik told us all about the recent depressing events.	0
Malik told us all about the recent serious events.	0
Malik told us all about the recent grim events.	0
Malik told us all about the recent heartbreaking events.	0
Malik told us all about the recent gloomy events.	0
Malik told us all about the recent horrible events.	0
Malik told us all about the recent threatening events.	0
Malik told us all about the recent terrifying events.	0
